voltage,current,temperature,pollution,conductor,insulator
130,266,52,High,AAAC,Composite
211,359,1,High,AAAC,Composite
289,846,-2,High,AAAC,Composite
304,2852,47,High,ACSR,Composite
242,4368,6,High,ACSR,Composite
347,4511,57,Medium,ACSR,Glass
128,2547,-6,Medium,ACSR,Glass
282,4307,14,High,ACSR,Composite
754,4752,47,Medium,ACCC,Composite
526,1922,25,Medium,ACSR,Composite
675,746,58,Medium,ACSR,Composite
170,4186,32,High,ACSR,Composite
164,1430,1,Low,AAAC,Porcelain
576,1512,17,High,ACSR,Composite
450,908,33,Low,AAAC,Glass
470,1703,-6,Medium,AAAC,Composite
583,2925,17,Low,ACSR,Glass
541,2980,33,Low,ACSR,Glass
774,1098,31,High,ACSR,Composite
710,1550,15,Low,ACSR,Glass
502,3088,35,High,ACCC,Composite
88,1204,38,Medium,AAAC,Glass
630,1421,3,High,ACSR,Composite
742,939,24,Medium,ACSR,Composite
779,4416,23,Low,ACCC,Glass
523,4566,32,Medium,ACCC,Composite
148,1878,29,High,AAAC,Composite
210,123,54,Low,AAAC,Composite
150,3511,56,Low,ACSR,Composite
143,3446,33,Medium,ACSR,Glass
522,360,48,Low,ACSR,Glass
66,4103,-10,High,ACSR,Composite
116,2875,56,Medium,ACSR,Glass
750,4696,23,Low,ACCC,Glass
782,663,27,Low,ACSR,Glass
511,1490,8,High,ACSR,Composite
514,1259,0,Low,ACSR,Glass
553,3409,59,Low,ACCC,Glass
99,1871,23,Medium,AAAC,Glass
413,2140,39,Medium,ACSR,Composite
160,2859,34,Medium,ACSR,Glass
137,2220,10,Medium,AAAC,Glass
616,2643,46,High,ACSR,Composite
219,4290,17,Low,ACSR,Porcelain
315,4255,4,High,ACSR,Composite
739,1558,-6,Low,ACSR,Glass
503,3979,32,Low,ACCC,Glass
183,1578,-7,High,AAAC,Composite
371,124,44,Medium,AAAC,Glass
333,2856,37,High,ACSR,Composite
119,2976,30,Low,ACSR,Porcelain
301,1013,24,Low,AAAC,Glass
454,2986,40,Low,ACSR,Glass
799,3747,59,Medium,ACCC,Composite
466,4557,2,Medium,ACSR,Composite
689,3506,23,High,ACCC,Composite
368,4187,-5,Low,ACSR,Glass
272,1175,28,Low,AAAC,Porcelain
294,3202,51,High,ACSR,Composite
643,283,58,High,ACSR,Composite
140,3244,-6,High,ACSR,Composite
500,3318,15,Medium,ACSR,Composite
168,223,16,Medium,AAAC,Glass
487,4009,37,Low,ACSR,Glass
769,1817,60,Medium,ACSR,Composite
371,1091,9,Medium,AAAC,Glass
163,1566,49,High,AAAC,Composite
400,929,25,Low,AAAC,Glass
500,777,13,Medium,AAAC,Composite
512,3729,19,Low,ACCC,Glass
373,4987,35,High,ACSR,Composite
314,709,59,High,AAAC,Composite
231,2774,24,Low,ACSR,Porcelain
546,3134,60,Low,ACCC,Glass
400,818,45,Low,AAAC,Glass
607,190,43,Low,ACSR,Glass
171,2786,-6,High,ACSR,Composite
628,336,20,Low,ACSR,Glass
146,3343,-3,Low,ACSR,Porcelain
198,3828,9,High,ACSR,Composite
203,582,0,High,AAAC,Composite
249,1789,18,Medium,AAAC,Glass
466,2369,17,High,ACSR,Composite
395,1613,7,Medium,AAAC,Glass
573,3391,45,Medium,ACCC,Composite
134,1355,37,Medium,AAAC,Glass
611,4851,8,Low,ACCC,Glass
118,2476,34,Low,AAAC,Porcelain
515,3362,54,Medium,ACCC,Composite
270,1443,25,Medium,AAAC,Glass
191,766,57,Low,AAAC,Composite
108,3308,5,Medium,ACSR,Glass
176,3127,13,Medium,ACSR,Glass
728,4030,38,Medium,ACCC,Composite
248,4362,22,Medium,ACSR,Glass
160,4358,56,High,ACSR,Composite
439,3568,7,Medium,ACSR,Composite
585,945,45,Low,ACSR,Glass
425,3608,3,High,ACSR,Composite
761,1124,38,Low,ACSR,Glass
346,2325,50,High,ACSR,Composite
260,4114,-3,Low,ACSR,Porcelain
260,3652,-1,Low,ACSR,Porcelain
732,3161,-1,High,ACCC,Composite
158,970,35,High,AAAC,Composite
737,2391,40,High,ACSR,Composite
126,791,3,Low,AAAC,Porcelain
699,3973,57,Low,ACCC,Glass
116,1471,19,High,AAAC,Composite
468,4202,13,High,ACSR,Composite
70,1239,-9,Medium,AAAC,Glass
531,4667,7,Medium,ACCC,Composite
669,1714,5,Medium,ACSR,Composite
747,4731,-1,High,ACCC,Composite
599,2750,37,High,ACSR,Composite
470,2342,57,Low,ACSR,Glass
578,4013,54,Medium,ACCC,Composite
710,4399,18,Medium,ACCC,Composite
298,3117,43,Medium,ACSR,Glass
589,2932,-6,High,ACSR,Composite
411,1004,8,High,AAAC,Composite
111,589,40,Low,AAAC,Porcelain
611,2653,11,Medium,ACSR,Composite
143,3954,-3,High,ACSR,Composite
795,4199,25,High,ACCC,Composite
138,3754,52,Medium,ACSR,Glass
314,1003,8,High,AAAC,Composite
112,4753,37,Medium,ACSR,Glass
186,2871,48,Medium,ACSR,Glass
279,4588,18,Medium,ACSR,Glass
304,3121,48,Medium,ACSR,Glass
121,2247,22,Medium,AAAC,Glass
415,2199,47,High,ACSR,Composite
172,1126,50,Low,AAAC,Composite
113,2768,39,High,ACSR,Composite
638,3515,27,High,ACCC,Composite
402,3234,35,Medium,ACSR,Composite
91,3323,-8,High,ACSR,Composite
322,4295,11,High,ACSR,Composite
73,3974,6,Low,ACSR,Porcelain
690,1660,52,Medium,ACSR,Composite
318,4379,-3,Medium,ACSR,Glass
757,2506,55,High,ACSR,Composite
784,4850,58,High,ACCC,Composite
368,1133,59,Low,AAAC,Glass
704,2325,15,Medium,ACSR,Composite
121,818,20,Medium,AAAC,Glass
791,2656,39,High,ACSR,Composite
591,3297,49,High,ACCC,Composite
539,3696,18,Low,ACCC,Glass
93,1167,46,Medium,AAAC,Glass
143,3919,-10,Low,ACSR,Porcelain
281,1067,-4,Low,AAAC,Porcelain
451,1414,19,Medium,AAAC,Composite
430,3222,40,High,ACSR,Composite
731,2079,39,Low,ACSR,Glass
591,2993,-6,High,ACSR,Composite
764,2575,51,High,ACSR,Composite
377,3091,-3,Medium,ACSR,Glass
72,1998,19,Medium,AAAC,Glass
68,4545,28,Low,ACSR,Porcelain
688,2438,45,Medium,ACSR,Composite
428,4706,0,High,ACSR,Composite
573,2498,13,High,ACSR,Composite
339,1647,55,Medium,AAAC,Glass
571,3787,50,Low,ACCC,Glass
80,4421,30,Medium,ACSR,Glass
257,778,26,Low,AAAC,Porcelain
696,3811,29,Low,ACCC,Glass
550,3523,12,Medium,ACCC,Composite
93,2863,38,Medium,ACSR,Glass
779,2576,-9,Medium,ACSR,Composite
104,895,11,Medium,AAAC,Glass
338,822,57,High,AAAC,Composite
296,569,-4,High,AAAC,Composite
151,622,23,Low,AAAC,Porcelain
539,3455,43,Medium,ACCC,Composite
191,843,-6,Low,AAAC,Porcelain
602,119,19,Medium,ACSR,Composite
210,3148,53,Low,ACSR,Composite
590,2223,39,High,ACSR,Composite
277,2694,12,Medium,ACSR,Glass
90,2766,54,Low,ACSR,Composite
645,1785,51,Medium,ACSR,Composite
459,3445,47,Low,ACSR,Glass
132,694,25,High,AAAC,Composite
298,1580,31,Medium,AAAC,Glass
174,4525,60,Low,ACSR,Composite
211,1663,10,High,AAAC,Composite
176,321,7,Low,AAAC,Porcelain
293,1559,60,Low,AAAC,Composite
176,1123,29,Medium,AAAC,Glass
535,4342,33,Medium,ACCC,Composite
99,1342,42,Low,AAAC,Composite
688,4039,40,High,ACCC,Composite
434,4263,28,Medium,ACSR,Composite
660,2452,46,Low,ACSR,Glass
619,4221,-7,Low,ACCC,Glass
490,1936,9,Medium,AAAC,Composite
678,422,-6,Low,ACSR,Glass
583,2776,-1,Low,ACSR,Glass
757,4688,30,Medium,ACCC,Composite
347,4189,47,High,ACSR,Composite
385,3879,59,High,ACSR,Composite
508,3137,12,Low,ACCC,Glass
380,2176,58,Low,ACSR,Glass
442,2030,12,Low,ACSR,Glass
354,1250,36,Medium,AAAC,Glass
502,3995,-1,Medium,ACCC,Composite
727,1359,-6,Low,ACSR,Glass
342,2025,43,Medium,ACSR,Glass
775,3440,15,High,ACCC,Composite
647,1348,51,High,ACSR,Composite
568,2194,18,Low,ACSR,Glass
689,1579,5,Medium,ACSR,Composite
581,1966,10,Low,ACSR,Glass
415,3524,-4,Low,ACSR,Glass
511,3659,39,Low,ACCC,Glass
415,2750,10,Low,ACSR,Glass
672,4689,25,High,ACCC,Composite
729,4042,25,Low,ACCC,Glass
202,3829,2,Medium,ACSR,Glass
308,1241,60,High,AAAC,Composite
608,2320,21,Medium,ACSR,Composite
105,3408,43,High,ACSR,Composite
294,2171,27,High,AAAC,Composite
613,1209,3,Medium,ACSR,Composite
288,670,0,Medium,AAAC,Glass
71,3238,21,High,ACSR,Composite
387,3185,51,Low,ACSR,Glass
533,556,54,Low,ACSR,Glass
797,3955,28,High,ACCC,Composite
140,3880,13,Medium,ACSR,Glass
69,3870,30,High,ACSR,Composite
711,2498,31,Medium,ACSR,Composite
183,3320,58,High,ACSR,Composite
671,4619,57,High,ACCC,Composite
569,1133,57,Medium,ACSR,Composite
639,4687,54,High,ACCC,Composite
506,2415,51,High,ACSR,Composite
259,311,47,High,AAAC,Composite
780,4643,12,Low,ACCC,Glass
457,483,0,Low,AAAC,Glass
91,4450,-5,Low,ACSR,Porcelain
500,3594,36,High,ACSR,Composite
238,4548,17,Low,ACSR,Porcelain
365,113,55,Medium,AAAC,Glass
710,3856,13,High,ACCC,Composite
391,980,60,Low,AAAC,Glass
475,2996,31,High,ACSR,Composite
183,3540,1,Medium,ACSR,Glass
789,2566,0,High,ACSR,Composite
290,4194,43,Medium,ACSR,Glass
597,3963,39,Medium,ACCC,Composite
178,1081,18,Low,AAAC,Porcelain
205,2237,49,High,AAAC,Composite
624,1844,43,Medium,ACSR,Composite
66,4061,-8,High,ACSR,Composite
155,4645,13,Medium,ACSR,Glass
719,1570,44,Medium,ACSR,Composite
385,1917,38,Medium,AAAC,Glass
615,3394,52,Medium,ACCC,Composite
204,3813,29,Low,ACSR,Porcelain
576,772,50,Medium,ACSR,Composite
324,4202,4,Medium,ACSR,Glass
738,700,-7,Medium,ACSR,Composite
755,436,30,Low,ACSR,Glass
75,452,-3,Medium,AAAC,Glass
326,458,5,High,AAAC,Composite
715,4972,60,High,ACCC,Composite
237,275,8,Low,AAAC,Porcelain
78,1286,6,Medium,AAAC,Glass
233,4001,19,Low,ACSR,Porcelain
707,4009,27,Medium,ACCC,Composite
661,1846,4,Medium,ACSR,Composite
386,4785,26,Low,ACSR,Glass
384,1382,13,Low,AAAC,Glass
678,3689,-8,Low,ACCC,Glass
394,2968,-9,High,ACSR,Composite
615,4327,-3,Low,ACCC,Glass
484,1645,33,Medium,AAAC,Composite
671,4931,3,Low,ACCC,Glass
160,2196,38,Medium,AAAC,Glass
646,3086,-1,High,ACCC,Composite
383,2141,56,High,ACSR,Composite
301,3854,5,High,ACSR,Composite
399,2905,14,Low,ACSR,Glass
441,4553,16,Low,ACSR,Glass
524,910,54,High,ACSR,Composite
202,3465,50,High,ACSR,Composite
653,2810,50,Medium,ACSR,Composite
612,1557,31,Medium,ACSR,Composite
578,3345,8,Medium,ACCC,Composite
361,1932,14,Low,AAAC,Glass
385,3373,2,Medium,ACSR,Glass
637,3762,35,Medium,ACCC,Composite
414,1559,17,Low,AAAC,Glass
294,4531,0,High,ACSR,Composite
335,3658,48,High,ACSR,Composite
356,2049,54,Low,ACSR,Glass
790,3280,45,Medium,ACCC,Composite
230,4061,-2,High,ACSR,Composite
70,2703,49,High,ACSR,Composite
444,3931,35,Low,ACSR,Glass
143,2383,11,High,AAAC,Composite
475,1325,21,High,AAAC,Composite
639,1995,30,Medium,ACSR,Composite
197,3729,31,High,ACSR,Composite
666,1694,42,Medium,ACSR,Composite
107,1297,16,High,AAAC,Composite
154,4739,48,High,ACSR,Composite
467,1408,2,Medium,AAAC,Composite
361,3804,32,Medium,ACSR,Glass
360,2701,0,Medium,ACSR,Glass
681,4160,-1,Medium,ACCC,Composite
591,866,40,Medium,ACSR,Composite
756,1625,42,Medium,ACSR,Composite
702,4885,8,High,ACCC,Composite
487,4793,41,Medium,ACSR,Composite
88,4703,50,High,ACSR,Composite
640,4433,52,High,ACCC,Composite
208,3816,52,Low,ACSR,Composite
730,1034,57,Medium,ACSR,Composite
210,820,43,Medium,AAAC,Glass
290,1989,39,Medium,AAAC,Glass
568,2236,60,Low,ACSR,Glass
681,4430,23,High,ACCC,Composite
169,138,46,Low,AAAC,Composite
104,2191,22,Low,AAAC,Porcelain
263,4555,48,Low,ACSR,Composite
711,1187,54,Medium,ACSR,Composite
644,4159,30,Medium,ACCC,Composite
456,1721,29,Low,AAAC,Glass
244,1008,-8,Medium,AAAC,Glass
619,4071,-5,Medium,ACCC,Composite
513,2431,57,Medium,ACSR,Composite
565,1718,7,Low,ACSR,Glass
80,1889,33,Low,AAAC,Porcelain
688,894,3,High,ACSR,Composite
734,3739,16,High,ACCC,Composite
354,942,17,High,AAAC,Composite
543,3803,-5,High,ACCC,Composite
296,3628,26,High,ACSR,Composite
485,3458,24,Low,ACSR,Glass
222,932,35,Medium,AAAC,Glass
615,170,-5,Low,ACSR,Glass
506,1186,19,Low,ACSR,Glass
162,688,43,High,AAAC,Composite
476,2942,11,Low,ACSR,Glass
354,4725,26,Low,ACSR,Glass
319,3059,3,High,ACSR,Composite
261,2023,31,High,AAAC,Composite
663,3137,-5,High,ACCC,Composite
587,1801,-9,Medium,ACSR,Composite
582,3084,38,High,ACCC,Composite
700,1309,23,Low,ACSR,Glass
183,3711,6,Medium,ACSR,Glass
224,748,53,High,AAAC,Composite
293,212,-7,High,AAAC,Composite
281,856,32,High,AAAC,Composite
761,2084,16,High,ACSR,Composite
80,3789,54,Medium,ACSR,Glass
222,1132,12,Low,AAAC,Porcelain
713,3897,12,Medium,ACCC,Composite
326,2092,11,Medium,ACSR,Glass
222,1241,58,High,AAAC,Composite
112,2353,58,High,AAAC,Composite
389,1839,9,Medium,AAAC,Glass
750,1331,37,High,ACSR,Composite
195,684,48,High,AAAC,Composite
476,3990,6,High,ACSR,Composite
160,3971,46,Medium,ACSR,Glass
692,1496,53,High,ACSR,Composite
357,3613,35,Medium,ACSR,Glass
348,2551,27,Medium,ACSR,Glass
134,951,-7,Medium,AAAC,Glass
725,4703,21,Medium,ACCC,Composite
76,3800,38,High,ACSR,Composite
319,2390,20,Medium,ACSR,Glass
615,3543,55,Medium,ACCC,Composite
199,2867,22,Low,ACSR,Porcelain
777,758,60,High,ACSR,Composite
88,1967,10,Low,AAAC,Porcelain
411,2444,9,High,ACSR,Composite
367,4575,4,High,ACSR,Composite
428,4669,13,Medium,ACSR,Composite
461,3973,-1,High,ACSR,Composite
283,120,43,Medium,AAAC,Glass
206,3276,11,High,ACSR,Composite
681,1223,20,High,ACSR,Composite
275,3920,3,Low,ACSR,Porcelain
688,182,7,High,ACSR,Composite
681,632,50,High,ACSR,Composite
748,570,-4,Low,ACSR,Glass
525,2834,3,High,ACSR,Composite
421,1791,41,Low,AAAC,Glass
389,3107,37,High,ACSR,Composite
198,3695,60,Medium,ACSR,Glass
192,4069,11,Medium,ACSR,Glass
171,2945,55,Low,ACSR,Composite
669,1866,30,High,ACSR,Composite
443,2314,8,Medium,ACSR,Composite
116,4061,32,Medium,ACSR,Glass
94,2529,26,High,ACSR,Composite
527,891,13,Low,ACSR,Glass
361,4847,48,Medium,ACSR,Glass
362,1461,19,Medium,AAAC,Glass
791,2793,49,Medium,ACSR,Composite
472,4252,43,High,ACSR,Composite
678,3314,53,Medium,ACCC,Composite
470,4504,-7,High,ACSR,Composite
411,1020,50,High,AAAC,Composite
687,323,55,High,ACSR,Composite
485,2799,19,High,ACSR,Composite
247,1235,20,High,AAAC,Composite
66,3708,45,High,ACSR,Composite
632,909,12,Low,ACSR,Glass
436,2394,46,Medium,ACSR,Composite
726,623,36,Low,ACSR,Glass
496,519,-1,Medium,AAAC,Composite
374,231,24,Low,AAAC,Glass
202,4678,34,Medium,ACSR,Glass
267,155,-8,Low,AAAC,Porcelain
501,4565,3,High,ACCC,Composite
378,3435,-10,High,ACSR,Composite
182,4896,33,Low,ACSR,Porcelain
731,4715,-8,Medium,ACCC,Composite
640,4842,11,Low,ACCC,Glass
309,4043,15,Medium,ACSR,Glass
602,1043,19,Low,ACSR,Glass
667,4230,23,Medium,ACCC,Composite
140,4462,3,High,ACSR,Composite
451,2746,51,High,ACSR,Composite
275,4805,9,Low,ACSR,Porcelain
540,4662,22,Low,ACCC,Glass
483,2665,11,High,ACSR,Composite
412,4428,58,Medium,ACSR,Composite
594,2476,30,Medium,ACSR,Composite
705,3712,1,Low,ACCC,Glass
244,1315,40,High,AAAC,Composite
247,2893,-6,Medium,ACSR,Glass
729,4773,60,Medium,ACCC,Composite
90,2002,27,High,AAAC,Composite
245,2377,53,Low,AAAC,Composite
775,2288,59,Medium,ACSR,Composite
566,1194,52,Medium,ACSR,Composite
226,1123,21,Medium,AAAC,Glass
242,2100,0,Medium,AAAC,Glass
350,1814,13,High,AAAC,Composite
128,2872,24,High,ACSR,Composite
727,4033,-5,Low,ACCC,Glass
731,2272,27,High,ACSR,Composite
221,3512,41,High,ACSR,Composite
534,980,39,Medium,ACSR,Composite
114,963,-9,Low,AAAC,Porcelain
149,2491,34,High,AAAC,Composite
426,1286,43,Medium,AAAC,Composite
754,3697,59,Low,ACCC,Glass
213,283,55,Low,AAAC,Composite
695,1185,49,Medium,ACSR,Composite
407,1007,28,Low,AAAC,Glass
541,1978,50,High,ACSR,Composite
128,3680,36,Medium,ACSR,Glass
766,4337,22,Low,ACCC,Glass
425,729,42,Low,AAAC,Glass
626,3900,51,Low,ACCC,Glass
392,4729,-4,Low,ACSR,Glass
206,2640,34,High,ACSR,Composite
280,724,23,Medium,AAAC,Glass
500,2846,17,High,ACSR,Composite
788,3001,0,Medium,ACCC,Composite
383,4722,14,High,ACSR,Composite
97,210,34,Medium,AAAC,Glass
735,4016,-9,Medium,ACCC,Composite
350,212,14,High,AAAC,Composite
370,2613,33,Medium,ACSR,Glass
494,928,23,Medium,AAAC,Composite
542,146,-5,Low,ACSR,Glass
351,2941,60,High,ACSR,Composite
209,680,43,Low,AAAC,Composite
489,555,33,Low,AAAC,Glass
84,3079,29,High,ACSR,Composite
83,2330,22,Low,AAAC,Porcelain
655,1707,47,High,ACSR,Composite
436,3113,33,Low,ACSR,Glass
240,2910,8,Low,ACSR,Porcelain
259,802,36,Low,AAAC,Porcelain
567,2785,11,Low,ACSR,Glass
178,3349,15,Medium,ACSR,Glass
179,1364,-3,High,AAAC,Composite
287,732,31,High,AAAC,Composite
743,1970,2,High,ACSR,Composite
709,2442,16,Medium,ACSR,Composite
329,157,-7,High,AAAC,Composite
120,3708,36,Medium,ACSR,Glass
708,4470,30,High,ACCC,Composite
523,1458,20,High,ACSR,Composite
227,2641,55,High,ACSR,Composite
445,4361,-8,Low,ACSR,Glass
152,216,43,Low,AAAC,Composite
120,2922,45,Medium,ACSR,Glass
541,2490,-7,Low,ACSR,Glass
243,1701,-9,Low,AAAC,Porcelain
456,4055,30,High,ACSR,Composite
414,388,28,Medium,AAAC,Composite
73,437,15,High,AAAC,Composite
378,975,56,High,AAAC,Composite
508,4510,42,Low,ACCC,Glass
393,4699,9,Low,ACSR,Glass
119,1390,5,Low,AAAC,Porcelain
304,4335,20,Medium,ACSR,Glass
294,2136,35,Medium,AAAC,Glass
644,4452,-7,Medium,ACCC,Composite
116,894,19,Medium,AAAC,Glass
674,346,-2,Medium,ACSR,Composite
669,684,4,High,ACSR,Composite
329,4644,6,Medium,ACSR,Glass
483,2867,30,Medium,ACSR,Composite
161,2076,37,Low,AAAC,Porcelain
153,4364,0,Medium,ACSR,Glass
143,3763,-2,High,ACSR,Composite
353,1427,19,Low,AAAC,Glass
185,781,24,High,AAAC,Composite
556,2603,56,Low,ACSR,Glass
517,2899,26,Low,ACSR,Glass
565,3945,49,Low,ACCC,Glass
230,1474,54,High,AAAC,Composite
247,2420,8,High,AAAC,Composite
534,786,-10,High,ACSR,Composite
800,855,26,Low,ACSR,Glass
72,2156,4,High,AAAC,Composite
395,4986,45,Low,ACSR,Glass
738,3216,-6,High,ACCC,Composite
216,1263,4,Medium,AAAC,Glass
150,2833,28,Medium,ACSR,Glass
212,4868,40,High,ACSR,Composite
689,3517,-10,Medium,ACCC,Composite
446,3388,1,Medium,ACSR,Composite
613,3666,25,Low,ACCC,Glass
350,1774,49,Medium,AAAC,Glass
765,2655,-7,Low,ACSR,Glass
147,2906,11,Low,ACSR,Porcelain
579,2297,22,High,ACSR,Composite
774,3137,-8,High,ACCC,Composite
588,3434,36,High,ACCC,Composite
451,3061,-6,Medium,ACSR,Composite
772,3881,36,Low,ACCC,Glass
536,2321,43,Medium,ACSR,Composite
184,344,-4,High,AAAC,Composite
461,441,-3,High,AAAC,Composite
597,108,11,High,ACSR,Composite
326,4674,7,High,ACSR,Composite
321,2169,-3,High,ACSR,Composite
799,376,3,Low,ACSR,Glass
291,2914,57,High,ACSR,Composite
118,3256,6,High,ACSR,Composite
565,4248,35,Low,ACCC,Glass
571,3232,30,High,ACCC,Composite
429,4870,-4,Low,ACSR,Glass
345,4619,56,Medium,ACSR,Glass
658,2106,10,High,ACSR,Composite
779,4766,19,High,ACCC,Composite
223,954,11,High,AAAC,Composite
697,868,8,Low,ACSR,Glass
124,1622,17,Low,AAAC,Porcelain
792,3343,-8,Medium,ACCC,Composite
193,3383,45,High,ACSR,Composite
786,2329,21,High,ACSR,Composite
180,3891,3,Low,ACSR,Porcelain
274,508,36,Medium,AAAC,Glass
591,4681,50,High,ACCC,Composite
586,4202,0,High,ACCC,Composite
617,529,59,Low,ACSR,Glass
302,1459,43,Low,AAAC,Glass
346,2777,-2,Medium,ACSR,Glass
424,3718,45,Low,ACSR,Glass
266,4128,39,Low,ACSR,Porcelain
343,3172,51,Low,ACSR,Glass
300,3575,1,High,ACSR,Composite
559,3902,60,High,ACCC,Composite
69,1748,60,High,AAAC,Composite
731,4078,16,Medium,ACCC,Composite
507,3712,50,Medium,ACCC,Composite
94,2009,46,Medium,AAAC,Glass
174,557,48,Medium,AAAC,Glass
675,2043,6,Low,ACSR,Glass
792,2990,-6,High,ACSR,Composite
140,1307,-10,Medium,AAAC,Glass
211,3703,35,Medium,ACSR,Glass
193,4517,-9,Medium,ACSR,Glass
107,1625,51,Low,AAAC,Composite
421,3984,-6,Low,ACSR,Glass
106,784,18,Medium,AAAC,Glass
99,820,7,High,AAAC,Composite
82,1903,6,Medium,AAAC,Glass
742,4914,52,Low,ACCC,Glass
218,2459,39,Medium,AAAC,Glass
443,4518,54,Low,ACSR,Glass
653,1862,40,High,ACSR,Composite
664,3023,47,High,ACCC,Composite
694,2190,-7,Low,ACSR,Glass
407,3774,16,Medium,ACSR,Composite
92,4585,36,High,ACSR,Composite
352,2375,28,Low,ACSR,Glass
711,322,-8,Low,ACSR,Glass
796,2323,3,High,ACSR,Composite
233,3392,54,Low,ACSR,Composite
675,4617,40,Low,ACCC,Glass
333,1428,30,Low,AAAC,Glass
520,3023,5,Low,ACCC,Glass
750,1941,30,Medium,ACSR,Composite
466,624,51,High,AAAC,Composite
541,4407,29,High,ACCC,Composite
767,1961,39,Low,ACSR,Glass
699,401,34,High,ACSR,Composite
623,2796,39,Low,ACSR,Glass
641,3984,33,High,ACCC,Composite
195,1796,32,High,AAAC,Composite
428,1801,60,Medium,AAAC,Composite
770,1956,2,High,ACSR,Composite
758,3473,5,Low,ACCC,Glass
357,2620,15,Low,ACSR,Glass
436,2020,28,High,ACSR,Composite
94,4867,49,High,ACSR,Composite
214,4557,16,Medium,ACSR,Glass
361,3348,40,High,ACSR,Composite
76,630,59,High,AAAC,Composite
577,609,40,High,ACSR,Composite
741,3361,45,High,ACCC,Composite
178,4748,-10,High,ACSR,Composite
252,3842,52,High,ACSR,Composite
292,709,3,Low,AAAC,Porcelain
375,2234,9,High,ACSR,Composite
163,4815,37,Low,ACSR,Porcelain
120,4191,57,High,ACSR,Composite
688,411,42,High,ACSR,Composite
729,2422,46,Medium,ACSR,Composite
471,3284,21,Medium,ACSR,Composite
134,1957,53,High,AAAC,Composite
377,393,4,Low,AAAC,Glass
354,650,59,Low,AAAC,Glass
613,4143,-4,High,ACCC,Composite
213,2670,9,Medium,ACSR,Glass
532,980,5,High,ACSR,Composite
309,1216,45,Low,AAAC,Glass
556,2816,11,Low,ACSR,Glass
572,704,60,Medium,ACSR,Composite
430,3169,35,Medium,ACSR,Composite
547,3147,-1,Low,ACCC,Glass
266,4749,11,High,ACSR,Composite
219,2149,21,High,AAAC,Composite
515,4235,51,High,ACCC,Composite
566,418,47,High,ACSR,Composite
138,4868,6,High,ACSR,Composite
778,3024,50,High,ACCC,Composite
361,877,55,High,AAAC,Composite
82,4684,44,Medium,ACSR,Glass
706,3187,30,High,ACCC,Composite
282,363,35,Low,AAAC,Porcelain
126,3218,38,Low,ACSR,Porcelain
681,3032,-4,Low,ACCC,Glass
107,785,54,Medium,AAAC,Glass
90,1383,-1,Low,AAAC,Porcelain
104,2575,37,High,ACSR,Composite
196,703,38,High,AAAC,Composite
563,3700,-6,Medium,ACCC,Composite
294,4533,47,Low,ACSR,Composite
173,2392,21,High,AAAC,Composite
237,4267,8,Medium,ACSR,Glass
500,225,-9,Medium,AAAC,Composite
543,3352,20,Medium,ACCC,Composite
167,2664,-2,Medium,ACSR,Glass
589,3206,57,Low,ACCC,Glass
340,4218,58,Medium,ACSR,Glass
678,761,51,Low,ACSR,Glass
109,3539,57,Medium,ACSR,Glass
82,216,47,Medium,AAAC,Glass
395,2078,24,Low,ACSR,Glass
634,2981,28,High,ACSR,Composite
562,775,-8,High,ACSR,Composite
77,4652,16,Low,ACSR,Porcelain
383,4602,54,High,ACSR,Composite
657,3824,-3,Low,ACCC,Glass
281,1617,23,High,AAAC,Composite
404,4396,31,High,ACSR,Composite
726,4427,18,Medium,ACCC,Composite
146,4993,52,High,ACSR,Composite
792,2075,14,High,ACSR,Composite
550,3780,37,Low,ACCC,Glass
439,979,27,High,AAAC,Composite
775,4016,14,Low,ACCC,Glass
265,4237,3,High,ACSR,Composite
602,4044,40,Low,ACCC,Glass
531,1839,5,High,ACSR,Composite
154,859,58,High,AAAC,Composite
333,4135,-1,Medium,ACSR,Glass
720,3500,52,High,ACCC,Composite
636,1218,39,Medium,ACSR,Composite
554,1562,6,High,ACSR,Composite
603,3118,38,Medium,ACCC,Composite
112,2944,-3,Low,ACSR,Porcelain
353,1644,11,High,AAAC,Composite
81,2593,-5,High,ACSR,Composite
776,3208,23,Low,ACCC,Glass
466,2016,-6,High,ACSR,Composite
151,3417,9,Medium,ACSR,Glass
315,3670,3,Medium,ACSR,Glass
456,4710,23,High,ACSR,Composite
400,694,29,High,AAAC,Composite
694,4052,47,Medium,ACCC,Composite
584,870,25,Low,ACSR,Glass
202,439,3,High,AAAC,Composite
753,4809,42,High,ACCC,Composite
563,4593,44,Low,ACCC,Glass
792,103,57,High,ACSR,Composite
542,2027,33,Medium,ACSR,Composite
659,774,24,Medium,ACSR,Composite
288,4519,17,Low,ACSR,Porcelain
437,3719,-7,High,ACSR,Composite
467,3249,27,High,ACSR,Composite
508,4879,24,High,ACCC,Composite
555,3878,59,Low,ACCC,Glass
680,4011,22,High,ACCC,Composite
338,3425,58,High,ACSR,Composite
591,3356,4,High,ACCC,Composite
224,3939,24,Low,ACSR,Porcelain
217,4977,-3,Low,ACSR,Porcelain
685,439,41,Low,ACSR,Glass
253,1174,38,Low,AAAC,Porcelain
163,1994,35,Low,AAAC,Porcelain
196,4253,46,Low,ACSR,Composite
236,1500,49,Low,AAAC,Composite
248,3290,13,Medium,ACSR,Glass
